sender_domain,sender_has_numbers,sender_domain_length,receiver_domain,domain_mismatch,subject_length,subject_num_exclamations,subject_num_caps,subject_has_spam_words,body_length,body_num_links,body_num_exclamations,body_has_spam_words,email_hour,email_day_of_week,label
ballardtech.com,0,15,python.org,1,70,0,4,0,772,1,0,1,0.0,3.0,0
freemail.selfip.org,0,19,gvc.ceas-challenge.cc,1,18,0,1,0,87,1,0,0,19.0,2.0,1
mychurch.org,0,12,gvc.ceas-challenge.cc,1,60,1,9,0,349,2,1,1,20.0,2.0,1
rydsbo.net,0,10,opensuse.org,1,28,0,2,0,1214,0,0,1,1.0,3.0,0
nccu.edu.tw,0,11,teff16.cs.uwaterloo.ca,1,52,0,10,0,4535,4,0,1,8.0,3.0,0
redstar.cs.pdx.edu,1,18,macs.hw.ac.uk,1,30,0,6,0,5283,2,0,1,15.0,2.0,0
mkx.net,1,7,gvc.ceas-challenge.cc,1,20,0,5,0,3898,24,0,1,22.0,2.0,1
iki.fi,0,6,,1,33,0,2,0,809,0,0,0,3.0,3.0,0
ics.uci.edu,0,11,teff16.cs.uwaterloo.ca,1,39,0,9,0,4667,2,0,1,16.0,2.0,0
sheeplaughs.com,0,15,gvc.ceas-challenge.cc,1,61,0,4,0,185,1,0,0,19.0,2.0,1
fhltd.com,0,9,gvc.ceas-challenge.cc,1,52,0,1,0,397,1,4,0,23.0,2.0,1
ifs.uni-linz.ac.at,0,18,teff16.cs.uwaterloo.ca,1,82,0,12,0,2000,0,0,0,2.0,3.0,0
mac.com,0,7,factset.com,1,15,0,2,1,501,0,0,0,20.0,2.0,0
msiscales.com,0,13,spamassassin.apache.org,1,50,0,3,0,1819,0,0,0,17.0,2.0,0
msn.com,0,7,gvc.ceas-challenge.cc,1,28,0,4,0,284,1,1,0,0.0,3.0,1
gmail.com,1,9,opensuse.org,1,79,0,2,0,1454,1,1,0,2.0,3.0,0
,0,0,gvc.ceas-challenge.cc,1,38,0,1,0,63,1,0,0,3.0,3.0,1
thenation.com,0,13,gvc.ceas-challenge.cc,1,52,0,2,0,252,1,1,0,21.0,2.0,1
gmail.com,1,9,opensuse.org,1,79,0,2,0,3035,2,1,0,2.0,3.0,0
2kstingrays.com,1,15,gvc.ceas-challenge.cc,1,20,0,5,0,3898,24,0,1,19.0,2.0,1
issues.apache.org,0,17,spamassassin.apache.org,1,83,0,5,0,1069,1,0,0,17.0,2.0,0
xs4all.nl,1,9,perl.org,1,35,0,1,0,2873,5,1,1,3.0,3.0,0
lfcorp.net,1,10,gvc.ceas-challenge.cc,1,20,0,5,0,3898,24,0,1,22.0,2.0,1
ifs.uni-linz.ac.at,0,18,teff16.cs.uwaterloo.ca,1,84,0,11,0,1930,0,0,0,2.0,3.0,0
ausmaq.com.au,0,13,gvc.ceas-challenge.cc,1,24,0,1,0,229,0,1,0,20.0,2.0,1
findlaw.com,0,11,gvc.ceas-challenge.cc,1,62,0,10,0,131,1,2,0,19.0,2.0,1
yror.com,1,8,gvc.ceas-challenge.cc,1,3,0,1,0,130,1,0,1,9.0,3.0,1
ferrets4me.xs4all.nl,1,20,opensuse.org,1,31,0,1,0,2178,1,0,1,2.0,3.0,0
dresdner-bank.com,0,17,,1,35,0,2,0,904,0,0,0,3.0,3.0,0
urjc.es,0,7,engr.orst.edu,1,63,0,11,0,3447,3,0,0,2.0,3.0,0
lincor.com,0,10,gmail.com,1,45,0,6,0,1259,4,0,1,2.0,3.0,0
lip6.fr,1,7,engr.orst.edu,1,65,0,12,0,2256,6,0,1,2.0,3.0,0
citylar.com.br,0,14,gvc.ceas-challenge.cc,1,19,0,1,0,255,0,1,0,20.0,2.0,1
hashkedim.com,0,13,opensuse.org,1,23,0,1,0,266,0,0,0,3.0,3.0,0
tac.cz,0,6,gvc.ceas-challenge.cc,1,15,0,3,0,163,1,0,0,4.0,3.0,1
bodysbydan.com,0,14,gvc.ceas-challenge.cc,1,27,0,1,0,240,0,1,0,22.0,2.0,1
reply.digitalriver.com,0,22,gvc.ceas-challenge.cc,1,60,0,11,0,1737,5,3,1,19.0,1.0,0
pobox.com,0,9,cn.ibm.com,1,52,0,10,0,2194,0,0,0,21.0,2.0,0
factset.com,0,11,mac.com,1,15,0,2,1,298,0,0,0,21.0,2.0,0
skippinet.com.au,0,16,,1,74,0,5,0,834,1,0,1,11.0,3.0,0
chellatextiles.com,1,18,gvc.ceas-challenge.cc,1,20,0,5,0,3898,24,0,1,3.0,3.0,1
hashkedim.com,0,13,opensuse.org,1,28,0,2,0,1486,0,0,1,3.0,3.0,0
bouchouareb.com,0,15,gvc.ceas-challenge.cc,1,4,0,1,0,844,0,2,1,9.0,3.0,1
canterbury.ac.nz,0,16,python.org,1,33,0,4,0,583,2,0,1,12.0,3.0,0
canterbury.ac.nz,0,16,python.org,1,33,0,4,0,664,2,0,0,12.0,3.0,0
radoeka.nl,0,10,opensuse.org,1,27,0,2,0,466,1,0,1,2.0,3.0,0
canterbury.ac.nz,0,16,python.org,1,24,0,2,0,643,2,0,0,13.0,3.0,0
canterbury.ac.nz,0,16,python.org,1,39,0,3,0,1002,2,0,0,12.0,3.0,0
6000.tk,1,7,gvc.ceas-challenge.cc,1,20,0,5,0,3898,24,0,1,3.0,3.0,1
ufl.edu,0,7,stat.math.ethz.ch,1,55,0,3,0,1631,2,0,1,1.0,3.0,0
exa.unicen.edu.ar,0,17,engr.orst.edu,1,26,0,11,0,6059,4,0,0,22.0,2.0,0
willamette.edu,0,14,gvc.ceas-challenge.cc,1,18,0,1,0,331,1,2,1,3.0,3.0,1
walker-benefits.com,1,19,gvc.ceas-challenge.cc,1,36,0,6,0,167,1,0,0,2.0,3.0,1
hashkedim.com,0,13,opensuse.org,1,38,2,3,0,1397,0,0,0,3.0,3.0,0
radiologistmd.net,0,17,gvc.ceas-challenge.cc,1,23,0,0,0,200,0,1,0,18.0,2.0,1
informatik.hu-berlin.de,0,23,teff16.cs.uwaterloo.ca,1,64,0,15,0,3139,2,0,1,2.0,3.0,0
cs.nott.ac.uk,0,13,cs.nott.ac.uk,0,36,0,8,0,2374,1,0,0,0.0,3.0,0
uwaterloo.ca,0,12,gvc.ceas-challenge.cc,1,72,0,18,0,4418,3,0,1,20.0,2.0,0
opensuse.org,0,12,opensuse.org,0,28,0,2,0,488,3,0,0,20.0,2.0,0
,0,0,gvc.ceas-challenge.cc,1,34,0,1,0,140,2,0,0,21.0,2.0,1
gmail.com,0,9,landgren.net,1,27,0,8,0,781,0,0,1,3.0,3.0,0
fireworksmaine.com,1,18,gvc.ceas-challenge.cc,1,3,0,1,0,79,1,0,1,9.0,3.0,1
nbcactionnews.com,0,17,gvc.ceas-challenge.cc,1,20,0,3,0,1090,1,1,0,21.0,2.0,0
gmail.com,0,9,canterbury.ac.nz,1,33,0,4,0,1240,4,0,1,11.0,3.0,0
ee.duke.edu,0,11,,1,34,0,9,0,1901,0,4,1,20.0,2.0,0
gmail.com,0,9,googlegroups.com,1,40,0,6,0,1046,1,0,0,21.0,2.0,0
plope.com,0,9,zooko.com,1,83,0,3,0,1488,2,0,0,21.0,2.0,0
gmail.com,0,9,gmail.com,0,40,0,6,0,1238,1,0,0,18.0,2.0,0
gmail.com,0,9,yahoogroups.com,1,28,0,1,0,139,1,0,0,2.0,3.0,0
acm.org,0,7,python.org,1,43,0,4,0,2862,2,0,1,18.0,2.0,0
cbsnews.com,0,11,gvc.ceas-challenge.cc,1,29,0,1,1,191,1,1,0,8.0,2.0,1
bobmallin.com,0,13,gvc.ceas-challenge.cc,1,3,0,0,0,460,1,9,1,22.0,2.0,1
wayanad.net,0,11,gvc.ceas-challenge.cc,1,23,0,0,0,221,0,0,0,18.0,2.0,1
gmail.com,0,9,bellsouth.net,1,27,0,2,0,186,0,0,0,17.0,2.0,0
lodges-deervalley.com,1,21,gvc.ceas-challenge.cc,1,3,0,1,0,181,1,0,1,10.0,3.0,1
game-on-game.com,0,16,gvc.ceas-challenge.cc,1,39,1,30,0,213,1,0,1,21.0,2.0,1
di.uniba.it,1,11,teff16.cs.uwaterloo.ca,1,38,0,12,0,3640,8,0,1,2.0,3.0,0
bozcoresources.com,0,18,gvc.ceas-challenge.cc,1,14,0,3,0,165,1,0,0,4.0,3.0,1
kosmetech.com,1,13,gvc.ceas-challenge.cc,1,29,0,5,0,166,1,0,0,20.0,2.0,1
creativefinish.com,1,18,gvc.ceas-challenge.cc,1,35,0,6,0,161,1,0,0,20.0,2.0,1
mhs.ch,1,6,gvc.ceas-challenge.cc,1,20,0,5,0,3897,24,0,1,10.0,3.0,1
buc.com,0,7,spamassassin.apache.org,1,50,0,4,0,796,0,0,0,20.0,2.0,0
cs.vu.nl,0,8,eecs.oregonstate.edu,1,105,0,11,0,6907,5,0,1,2.0,3.0,0
langindustriedienst.de,0,22,gvc.ceas-challenge.cc,1,35,1,1,0,80,1,0,0,18.0,2.0,1
crime-scene-investigator.net,0,28,gvc.ceas-challenge.cc,1,64,1,9,0,243,1,2,0,20.0,2.0,1
hrw.org,0,7,gvc.ceas-challenge.cc,1,42,0,1,0,313,0,0,0,23.0,2.0,1
ipb.be,0,6,gvc.ceas-challenge.cc,1,21,0,1,0,316,0,0,0,23.0,2.0,1
twistedmatrix.com,0,17,,1,17,0,4,0,3070,11,2,1,17.0,2.0,0
windrose.com,0,12,gvc.ceas-challenge.cc,1,46,0,3,0,315,0,0,0,0.0,3.0,1
yahoo.com,0,9,opensuse.org,1,46,0,1,0,558,1,0,0,17.0,2.0,0
rudersport.de,0,13,spamassassin.apache.org,1,50,0,3,0,1890,0,1,0,2.0,3.0,0
rudersport.de,0,13,spamassassin.apache.org,1,50,0,3,0,7506,1,5,1,2.0,3.0,0
csc4credit.com,1,14,gvc.ceas-challenge.cc,1,3,0,1,0,93,1,0,1,9.0,3.0,1
itsinc-us.com,1,13,gvc.ceas-challenge.cc,1,36,0,2,0,196,1,0,0,9.0,3.0,1
tw-ins.com,0,10,gvc.ceas-challenge.cc,1,29,0,2,0,311,0,0,0,0.0,3.0,1
opensuse.org,0,12,opensuse.org,0,27,0,2,0,485,3,0,0,20.0,2.0,0
collegenudes.net,0,16,gvc.ceas-challenge.cc,1,21,0,1,0,212,0,0,0,21.0,2.0,1
violethillbandb.com,0,19,gvc.ceas-challenge.cc,1,24,1,1,0,247,0,0,0,22.0,2.0,1
time.com,0,8,gvc.ceas-challenge.cc,1,44,0,5,0,142,1,2,1,20.0,2.0,1
opensuse.org,0,12,opensuse.org,0,27,0,2,0,2990,5,0,0,20.0,2.0,0
massey.ac.nz,0,12,,1,41,0,4,0,1405,0,0,0,14.0,3.0,0
cs.uu.nl,0,8,engr.orst.edu,1,66,0,10,0,5857,0,0,1,2.0,3.0,0
gmail.com,0,9,xent.com,1,56,0,5,0,555,1,0,0,19.0,2.0,0
issues.apache.org,0,17,spamassassin.apache.org,1,47,0,2,0,304,1,0,0,18.0,2.0,0
gmail.com,0,9,lists.sourceforge.net,1,45,0,7,0,439,0,0,1,3.0,3.0,0
collinsmotorsports.com,1,22,gvc.ceas-challenge.cc,1,3,0,1,0,129,1,0,1,22.0,2.0,1
,0,0,gvc.ceas-challenge.cc,1,25,0,1,0,111,1,0,0,21.0,2.0,1
sudsfactory.com,0,15,gvc.ceas-challenge.cc,1,16,0,3,0,163,1,0,0,6.0,3.0,1
virgil.nl,0,9,gvc.ceas-challenge.cc,1,29,1,1,0,212,0,1,0,20.0,2.0,1
place.org,0,9,xent.com,1,35,0,7,0,1846,2,0,0,20.0,2.0,0
opensuse.org,0,12,opensuse.org,0,46,0,1,0,512,3,0,0,20.0,2.0,0
cm1.hinet.net,1,13,gvc.ceas-challenge.cc,1,23,0,2,0,644,0,0,1,7.0,1.0,1
ualberta.ca,0,11,opensuse.org,1,46,0,1,0,867,0,0,0,18.0,2.0,0
linagora.com,0,12,spamassassin.apache.org,1,33,0,10,0,534,0,0,0,3.0,3.0,0
,0,0,gvc.ceas-challenge.cc,1,24,0,1,0,74,1,0,1,20.0,2.0,1
boscaini.com.au,0,15,gvc.ceas-challenge.cc,1,34,1,3,0,272,0,0,0,11.0,3.0,1
sudhaus-lb.de,0,13,gvc.ceas-challenge.cc,1,27,1,1,0,310,1,3,1,5.0,3.0,1
hotmail.com,0,11,yahoogroups.com,1,32,0,2,0,450,1,0,0,1.0,3.0,0
v.loewis.de,0,11,acm.org,1,47,0,5,0,849,2,0,0,2.0,3.0,0
hashkedim.com,0,13,opensuse.org,1,27,0,2,0,671,1,0,1,3.0,3.0,0
massey.ac.nz,0,12,,1,42,0,3,0,3188,1,0,0,14.0,3.0,0
ponyswings.com,0,14,gvc.ceas-challenge.cc,1,34,0,5,0,178,1,0,0,19.0,2.0,1
foothillconservancy.org,0,23,gvc.ceas-challenge.cc,1,55,1,1,0,118,1,3,1,20.0,2.0,1
foothillconservancy.org,0,23,gvc.ceas-challenge.cc,1,36,3,6,0,362,1,1,0,20.0,2.0,1
feedroom.com,0,12,gvc.ceas-challenge.cc,1,51,0,1,0,155,1,0,0,2.0,3.0,1
chasque.apc.org,0,15,gvc.ceas-challenge.cc,1,36,0,1,0,339,1,2,0,18.0,2.0,1
wikipedia.org,0,13,gvc.ceas-challenge.cc,1,25,0,4,0,469,1,0,0,4.0,3.0,1
list.scms.waikato.ac.nz,0,23,list.scms.waikato.ac.nz,0,33,0,4,0,6944,7,0,1,20.0,2.0,0
list.scms.waikato.ac.nz,0,23,list.scms.waikato.ac.nz,0,33,0,4,0,10638,13,0,1,20.0,2.0,0
eircom.net,0,10,linux.ie,1,45,0,6,0,639,5,0,0,2.0,3.0,0
list.scms.waikato.ac.nz,0,23,list.scms.waikato.ac.nz,0,33,0,4,0,5238,6,0,1,20.0,2.0,0
intertwingly.net,0,16,hotmail.com,1,29,0,2,0,637,2,1,1,21.0,2.0,0
lig.net,0,7,xent.com,1,35,0,7,0,2557,4,0,0,21.0,2.0,0
lig.net,0,7,xent.com,1,35,0,7,0,5420,7,0,0,21.0,2.0,0
alldayremodelingco.com,0,22,gvc.ceas-challenge.cc,1,3,0,1,0,79,1,0,1,9.0,3.0,1
efg2.com,1,8,gvc.ceas-challenge.cc,1,56,0,3,0,189,1,1,0,20.0,2.0,1
list.scms.waikato.ac.nz,0,23,list.scms.waikato.ac.nz,0,33,0,4,0,6944,7,0,1,20.0,2.0,0
audio4fun.com,1,13,gvc.ceas-challenge.cc,1,44,0,1,0,58,1,0,0,3.0,3.0,1
issues.apache.org,0,17,spamassassin.apache.org,1,47,0,2,0,438,1,0,0,18.0,2.0,0
acm.org,0,7,v.loewis.de,1,47,0,5,0,1206,2,0,0,18.0,2.0,0
issues.apache.org,0,17,spamassassin.apache.org,1,43,0,26,0,399,1,0,0,17.0,2.0,0
gmail.com,0,9,,1,32,0,2,0,2271,3,0,0,18.0,2.0,0
canterbury.ac.nz,0,16,python.org,1,33,0,4,0,733,3,0,1,13.0,3.0,0
apptusa.com,1,11,gvc.ceas-challenge.cc,1,3,0,1,0,79,1,0,1,10.0,3.0,1
hashkedim.com,0,13,opensuse.org,1,28,0,2,0,657,3,0,0,3.0,3.0,0
madisco.bz,0,10,gvc.ceas-challenge.cc,1,48,0,1,0,59,1,0,0,21.0,2.0,1
canterbury.ac.nz,0,16,python.org,1,24,0,2,0,746,2,0,1,13.0,3.0,0
soe.ucsc.edu,0,12,xent.com,1,14,0,6,0,253,1,0,0,18.0,2.0,0
place.org,0,9,xent.com,1,91,0,5,0,183,1,0,0,20.0,2.0,0
telefonica.net,0,14,opensuse.org,1,46,0,1,0,1097,0,0,0,2.0,3.0,0
leplus.org,1,10,gvc.ceas-challenge.cc,1,35,0,5,0,166,1,0,0,2.0,3.0,1
alphadevo.com,0,13,gvc.ceas-challenge.cc,1,3,0,1,0,96,1,0,1,10.0,3.0,1
,0,0,gvc.ceas-challenge.cc,1,28,0,1,0,100,1,0,1,3.0,3.0,1
parliament.iq,0,13,gvc.ceas-challenge.cc,1,36,0,1,0,133,1,0,0,8.0,3.0,1
mi.cs.titech.ac.jp,0,18,engr.orst.edu,1,22,0,8,0,358,0,0,0,10.0,3.0,0
dover-roll.com.br,1,17,gvc.ceas-challenge.cc,1,20,0,5,0,3898,24,0,1,21.0,2.0,1
python.org,0,10,v.loewis.de,1,47,0,5,0,1380,2,0,1,21.0,2.0,0
telefonica.net,0,14,opensuse.org,1,48,0,2,0,863,0,2,0,2.0,3.0,0
soe.ucsc.edu,0,12,xent.com,1,56,0,5,0,425,0,0,0,18.0,2.0,0
merriam-webster.com,0,19,gvc.ceas-challenge.cc,1,42,0,1,0,192,1,0,0,20.0,2.0,1
,0,0,gvc.ceas-challenge.cc,1,33,0,1,0,106,1,0,0,22.0,2.0,1
gmail.com,0,9,python.org,1,38,0,2,0,1547,2,1,1,6.0,3.0,0
telefonica.net,0,14,opensuse.org,1,96,0,7,0,664,0,0,1,2.0,3.0,0
channel4.com,1,12,,1,53,0,3,0,4435,7,1,0,1.0,3.0,0
gmail.com,0,9,acm.org,1,47,0,5,0,897,2,1,0,18.0,2.0,0
lig.net,0,7,xent.com,1,25,0,5,0,1774,5,2,1,21.0,2.0,0
cheimes.de,0,10,gmail.com,1,36,0,3,0,891,3,0,0,2.0,3.0,0
gmail.com,0,9,gmail.com,0,47,0,5,0,1179,3,2,0,11.0,3.0,0
gwm.sc.edu,0,10,gvc.ceas-challenge.cc,1,35,0,1,0,104,1,0,0,9.0,3.0,1
,0,0,gvc.ceas-challenge.cc,1,23,0,1,0,172,2,0,1,21.0,3.0,1
rogers.com,0,10,opensuse.org,1,27,0,2,0,1021,1,0,1,20.0,2.0,0
place.org,0,9,xent.com,1,30,0,4,0,323,1,0,0,20.0,2.0,0
cheimes.de,0,10,gmail.com,1,42,0,3,0,645,2,0,0,2.0,3.0,0
re-load.com,0,11,gvc.ceas-challenge.cc,1,45,0,8,0,163,1,0,0,20.0,2.0,1
sygeninternational.com,0,22,gvc.ceas-challenge.cc,1,18,0,3,0,163,1,0,0,2.0,3.0,1
history.com,0,11,gvc.ceas-challenge.cc,1,49,0,3,0,216,1,1,0,22.0,2.0,1
charter.net,0,11,opensuse.org,1,27,0,2,0,986,1,0,1,20.0,2.0,0
wwu.edu,0,7,gvc.ceas-challenge.cc,1,25,0,1,0,282,1,2,0,10.0,3.0,1
mwtusa.com,1,10,gvc.ceas-challenge.cc,1,20,0,5,0,3897,24,0,1,21.0,2.0,1
macmu.com,1,9,gvc.ceas-challenge.cc,1,27,0,6,0,183,1,0,0,22.0,2.0,1
massey.ac.nz,0,12,,1,31,0,3,0,3167,0,0,1,14.0,3.0,0
massey.ac.nz,0,12,,1,0,0,0,0,3616,1,0,0,14.0,3.0,0
sympatico.ca,0,12,opensuse.org,1,28,0,2,0,622,1,0,0,19.0,2.0,0
cheimes.de,0,10,gmail.com,1,47,0,5,0,1166,2,3,0,2.0,3.0,0
email.iis.com.br,0,16,gvc.ceas-challenge.cc,1,37,0,1,0,283,1,2,0,21.0,2.0,1
cm-lisboa.pt,0,12,gvc.ceas-challenge.cc,1,34,0,1,0,383,1,3,0,10.0,3.0,1
cm-lisboa.pt,0,12,gvc.ceas-challenge.cc,1,45,0,1,0,369,1,1,0,10.0,3.0,1
bregenzer.net,0,13,gvc.ceas-challenge.cc,1,16,0,1,0,237,0,1,0,20.0,2.0,1
email.iis.com.br,0,16,gvc.ceas-challenge.cc,1,28,0,1,0,304,1,3,0,21.0,2.0,1
dividendcapital.com,0,19,gvc.ceas-challenge.cc,1,36,3,6,0,241,1,2,0,3.0,3.0,1
eng.cam.ac.uk,1,13,eecs.oregonstate.edu,1,99,0,21,0,6197,3,0,0,1.0,3.0,0
ij.net,0,6,opensuse.org,1,56,0,1,0,830,1,0,0,20.0,2.0,0
in.tu-clausthal.de,0,18,teff16.cs.uwaterloo.ca,1,72,0,25,0,5933,5,0,0,18.0,2.0,0
thunderhillstables.com,0,22,gvc.ceas-challenge.cc,1,62,0,3,0,90,0,0,0,17.0,2.0,1
gmx.net,0,7,python.org,1,33,0,4,0,1375,3,0,1,2.0,3.0,0
egenix.com,0,10,cheimes.de,1,36,0,3,0,1920,6,1,1,2.0,3.0,0
megastore.every1.net,1,20,gvc.ceas-challenge.cc,1,20,0,0,0,267,0,0,0,18.0,2.0,1
lcd-i.com,1,9,gvc.ceas-challenge.cc,1,35,0,3,0,178,1,0,0,2.0,3.0,1
shsu.edu,0,8,gvc.ceas-challenge.cc,1,29,0,1,0,101,1,1,0,21.0,2.0,1
telefonica.net,0,14,opensuse.org,1,41,0,4,0,2141,0,0,0,2.0,3.0,0
bavariati.org,0,13,xent.com,1,94,0,6,0,861,1,0,0,18.0,2.0,0
gmail.com,0,9,canterbury.ac.nz,1,24,0,2,0,526,3,0,1,2.0,3.0,0
shsu.edu,0,8,gvc.ceas-challenge.cc,1,27,0,1,0,123,1,1,0,21.0,2.0,1
engeplus.com.br,0,15,gvc.ceas-challenge.cc,1,19,0,1,0,364,1,2,0,4.0,3.0,1
intelligence.tuc.gr,0,19,engr.orst.edu,1,7,0,1,0,976,1,0,1,3.0,3.0,0
engeplus.com.br,0,15,gvc.ceas-challenge.cc,1,23,0,1,0,367,1,2,0,4.0,3.0,1
paragonink.com,1,14,gvc.ceas-challenge.cc,1,25,0,5,0,168,1,0,0,17.0,2.0,1
tmsusa.com,0,10,opensuse.org,1,96,0,7,0,503,0,0,1,17.0,2.0,0
lafayette.edu,0,13,landgren.net,1,49,0,16,1,1318,0,0,1,21.0,2.0,0
gmail.com,0,9,acm.org,1,47,0,5,0,1017,3,0,1,2.0,3.0,0
gmail.com,0,9,,1,21,0,7,0,4172,0,0,1,20.0,2.0,0
issues.apache.org,0,17,spamassassin.apache.org,1,37,0,3,0,663,1,0,0,18.0,2.0,0
agena.co.uk,0,11,,1,7,0,1,0,2262,0,0,1,1.0,3.0,0
issues.apache.org,0,17,spamassassin.apache.org,1,80,0,2,0,581,1,0,0,18.0,2.0,0
lig.net,0,7,xent.com,1,35,0,7,0,2909,2,0,1,21.0,2.0,0
rifj.org,0,8,gvc.ceas-challenge.cc,1,44,0,4,0,198,1,0,0,20.0,2.0,1
utilimart.com,0,13,gvc.ceas-challenge.cc,1,24,0,1,0,233,0,1,0,8.0,3.0,1
massey.ac.nz,0,12,massey.ac.nz,0,41,0,4,0,1404,0,0,0,14.0,3.0,0
epctech.com,1,11,gvc.ceas-challenge.cc,1,3,0,1,0,114,1,0,1,9.0,3.0,1
uea.com.hk,1,10,gvc.ceas-challenge.cc,1,20,0,5,0,3897,24,0,1,21.0,2.0,1
equinox.net,0,11,gvc.ceas-challenge.cc,1,4,0,1,0,845,0,2,1,10.0,3.0,1
albanyherald.com,0,16,gvc.ceas-challenge.cc,1,24,0,3,0,222,1,0,0,4.0,3.0,1
cospa.co.jp,0,11,gvc.ceas-challenge.cc,1,47,0,1,0,217,0,0,1,21.0,2.0,1
telefonica.net,0,14,opensuse.org,1,56,0,3,0,647,0,2,0,2.0,3.0,0
bugs.python.org,0,15,users.sourceforge.net,1,74,0,4,0,289,1,0,0,1.0,3.0,0
gmail.com,0,9,postfix.org,1,32,0,9,0,857,0,0,0,19.0,2.0,0
alphaquad.com,0,13,gvc.ceas-challenge.cc,1,21,0,2,0,251,1,0,0,11.0,3.0,1
banglarayojon.com,1,17,gvc.ceas-challenge.cc,1,3,0,1,0,101,1,0,1,9.0,3.0,1
comcast.net,0,11,opensuse.org,1,27,0,2,0,670,0,0,0,20.0,2.0,0
place.org,0,9,xent.com,1,35,0,7,0,377,0,0,0,20.0,2.0,0
gmail.com,0,9,lists.sourceforge.net,1,55,0,2,0,1258,1,0,1,21.0,2.0,0
gmail.com,0,9,lists.sourceforge.net,1,77,0,4,0,1839,1,0,1,21.0,2.0,0
btinternet.com,0,14,gvc.ceas-challenge.cc,1,22,0,2,0,97,0,1,0,23.0,2.0,1
issues.apache.org,0,17,spamassassin.apache.org,1,57,0,2,0,765,1,0,0,17.0,2.0,0
student.monash.edu.au,0,21,gvc.ceas-challenge.cc,1,30,0,1,0,90,1,2,0,21.0,2.0,1
globomax.com,0,12,gvc.ceas-challenge.cc,1,23,0,1,0,69,1,0,1,3.0,3.0,1
,0,0,gvc.ceas-challenge.cc,1,28,0,1,0,116,1,0,0,3.0,3.0,1
issues.apache.org,0,17,spamassassin.apache.org,1,51,0,1,0,407,1,0,0,17.0,2.0,0
gmail.com,0,9,opensuse.org,1,27,0,2,0,187,0,0,0,20.0,2.0,0
akaleel.com,1,11,gvc.ceas-challenge.cc,1,16,0,0,0,174,1,0,0,3.0,3.0,1
field-trips.org,0,15,gvc.ceas-challenge.cc,1,30,0,3,0,476,1,1,0,20.0,2.0,1
morganstanley.com,0,17,gmail.com,1,36,0,10,0,1553,1,0,1,20.0,2.0,0
wilgrist.com,1,12,gvc.ceas-challenge.cc,1,20,0,5,0,3897,24,0,1,22.0,2.0,1
telefonica.net,0,14,opensuse.org,1,33,0,1,0,972,0,1,0,2.0,3.0,0
cheimes.de,0,10,egenix.com,1,36,0,3,0,1092,2,0,0,2.0,3.0,0
nera.com,0,8,gvc.ceas-challenge.cc,1,34,0,1,0,286,1,2,0,20.0,2.0,1
hildner.com,1,11,gvc.ceas-challenge.cc,1,30,0,4,1,172,1,0,0,20.0,2.0,1
cm1.hinet.net,1,13,gvc.ceas-challenge.cc,1,30,0,3,0,1404,12,2,1,23.0,0.0,1
in.tu-clausthal.de,0,18,,1,30,0,7,0,4650,4,0,1,4.0,1.0,0
ianbell.com,0,11,xent.com,1,94,0,6,0,1044,1,1,0,18.0,2.0,0
cheimes.de,0,10,python.org,1,38,0,5,0,339,2,0,0,2.0,3.0,0
edri.org,0,8,edri.org,0,51,0,6,0,43479,65,2,1,3.0,3.0,0
twinlode.com,1,12,gvc.ceas-challenge.cc,1,20,0,5,0,3897,24,0,1,4.0,3.0,1
in-nomine.org,0,13,cheimes.de,1,42,0,6,0,778,4,0,1,2.0,3.0,0
,0,0,gvc.ceas-challenge.cc,1,31,0,2,0,96,1,0,0,21.0,2.0,1
perfectreign.com,0,16,opensuse.org,1,56,0,3,0,740,0,2,0,17.0,2.0,0
bluewin.ch,0,10,xent.com,1,94,0,6,0,1580,0,0,0,3.0,3.0,0
gmail.com,0,9,gmail.com,0,33,0,4,0,909,4,0,0,22.0,2.0,0
pobox.com,0,9,,1,54,0,2,0,941,4,0,0,8.0,2.0,0
rydsbo.net,0,10,opensuse.org,1,38,2,3,0,405,0,0,0,2.0,3.0,0
jason.co.uk,0,11,,1,26,0,0,0,130,0,2,1,20.0,2.0,1
hardee.k12.fl.us,1,16,gvc.ceas-challenge.cc,1,45,1,2,0,78,1,1,0,8.0,3.0,1
cs.umass.edu,0,12,engr.orst.edu,1,65,0,12,0,5974,3,0,1,20.0,2.0,0
sympatico.ca,0,12,opensuse.org,1,28,0,2,0,555,2,0,0,20.0,2.0,0
havurah-software.org,0,20,,1,25,0,8,0,464,0,0,0,21.0,2.0,0
gmail.com,0,9,engr.orst.edu,1,41,0,14,0,5218,2,0,0,10.0,3.0,0
telefonica.net,0,14,opensuse.org,1,56,0,3,0,1344,0,2,0,2.0,3.0,0
massey.ac.nz,0,12,,1,44,0,3,0,424,2,0,0,14.0,3.0,0
gmail.com,0,9,postfix.org,1,36,0,10,0,1429,0,1,0,19.0,2.0,0
ianbell.com,0,11,xent.com,1,94,0,6,0,270,0,0,0,18.0,2.0,0
,0,0,gvc.ceas-challenge.cc,1,33,0,1,0,61,1,0,0,2.0,3.0,1
hashkedim.com,0,13,opensuse.org,1,27,0,2,0,2488,1,0,1,3.0,3.0,0
pobox.com,0,9,,1,67,0,4,0,936,4,0,0,8.0,2.0,0
oreilly.com,0,11,gvc.ceas-challenge.cc,1,43,0,7,0,1215,2,0,0,18.0,2.0,0
